"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"'The Tables Turned' --","'Lines written a few miles above Tintern Abbey' -- ; 'Lines written in early spring' -- ; 'Love' -- ; 'Lucy Gray' -- ; 'Nutting' -- ; 'The Convict' -- ; 'The Female Vagrant' -- ; 'The Fountain' -- ; 'The Nightingale' -- ; 'The Old Cumberland Beggar' -- ; 'The Thorn' -- ; 'There was a Boy' -- ; 'We are seven' -- ; 'five hundred Sir Isaac Newtons': Coleridge's literary theory -- ; 'more than half a poet': home at Alfoxden and Grasmere -- ; 1798 and after -- ; Analysing Lyrical Ballads -- ; Childhood and the Growth of the Mind -- ; Coleridge and dreams of Utopia -- ; Critical Responses to Lyrical Ballads -- ; Dorothy Wordsworth and the Lake Poets -- ; Dorothy among the poets -- ; Dorothy herself: 'Come forth and feel the sun' -- ; Effects on writers -- ; Geoffrey H. Hartman -- ; I.A. Richards -- ; Imagination -- ; Michael: A Pastoral Poem -- ; Nature and the Supernatural: 'the strangeness of it' -- ; Old Age: a 'vital anxiousness' -- ; Paul de Man ; Publishing, printing and book-selling -- ; Readers: education and literacy -- ; Reading and Writing in Eighteenth-Century England -- ; Robert Mayo -- ; Social Issues: 'the mean and vulgar works of man' -- ; Some Important Events During the Lives of Wordsworth and Coleridge -- ; The Ballad revival -- ; The Context and the Critics -- ; The Poet as Critic and Theorist -- ; The Politics of Wordsworth and Coleridge -- ; The Rime of the Ancient Mariner -- ; Wordsworth and 'pre-established codes of decision' -- ; Wordsworth and Coleridge : lyrical ballads ; Wordsworth and the 'Rabble-rousers' --","017742967","Monograph","Language material ; Text","Online resource","GBB740226","","9781137130945","Blades, John","","person","","Blades, John [person]","Analysing texts","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2004","","1 online resource (304 pages)","821.708","ELD.DS.48345","Romanticism ; Wordsworth, William (Schriftsteller) ; Coleridge, Samuel Taylor, 1772-1834 ; Coleridge, Samuel Taylor, 1772-1834--Criticism and interpretation ; Literary studies: c 1800 to c 1900 ; Romanticism--England ; Lyrical ballads (Wordsworth, William) ; English poetry ; English poetry--19th century--History and criticism ; Wordsworth, William, 1770-1850","Criticsm and interpretation","English","",""
"'The Thorn' --","'Lines written a few miles above Tintern Abbey' -- ; 'Lines written in early spring' -- ; 'Love' -- ; 'Lucy Gray' -- ; 'Nutting' -- ; 'The Convict' -- ; 'The Female Vagrant' -- ; 'The Fountain' -- ; 'The Nightingale' -- ; 'The Old Cumberland Beggar' -- ; 'The Tables Turned' -- ; 'There was a Boy' -- ; 'We are seven' -- ; 'five hundred Sir Isaac Newtons': Coleridge's literary theory -- ; 'more than half a poet': home at Alfoxden and Grasmere -- ; 1798 and after -- ; Analysing Lyrical Ballads -- ; Childhood and the Growth of the Mind -- ; Coleridge and dreams of Utopia -- ; Critical Responses to Lyrical Ballads -- ; Dorothy Wordsworth and the Lake Poets -- ; Dorothy among the poets -- ; Dorothy herself: 'Come forth and feel the sun' -- ; Effects on writers -- ; Geoffrey H. Hartman -- ; I.A. Richards -- ; Imagination -- ; Michael: A Pastoral Poem -- ; Nature and the Supernatural: 'the strangeness of it' -- ; Old Age: a 'vital anxiousness' -- ; Paul de Man ; Publishing, printing and book-selling -- ; Readers: education and literacy -- ; Reading and Writing in Eighteenth-Century England -- ; Robert Mayo -- ; Social Issues: 'the mean and vulgar works of man' -- ; Some Important Events During the Lives of Wordsworth and Coleridge -- ; The Ballad revival -- ; The Context and the Critics -- ; The Poet as Critic and Theorist -- ; The Politics of Wordsworth and Coleridge -- ; The Rime of the Ancient Mariner -- ; Wordsworth and 'pre-established codes of decision' -- ; Wordsworth and Coleridge : lyrical ballads ; Wordsworth and the 'Rabble-rousers' --","017742967","Monograph","Language material ; Text","Online resource","GBB740226","","9781137130945","Blades, John","","person","","Blades, John [person]","Analysing texts","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2004","","1 online resource (304 pages)","821.708","ELD.DS.48345","Romanticism ; Wordsworth, William (Schriftsteller) ; Coleridge, Samuel Taylor, 1772-1834 ; Coleridge, Samuel Taylor, 1772-1834--Criticism and interpretation ; Literary studies: c 1800 to c 1900 ; Romanticism--England ; Lyrical ballads (Wordsworth, William) ; English poetry ; English poetry--19th century--History and criticism ; Wordsworth, William, 1770-1850","Criticsm and interpretation","English","",""
"'The Vital soul' : Naturleben als kreative Weltbegegnung bei William Wordsworth","","012723261","Monograph","Language material ; Text","Volume","","","9783631468555","Reinicke, Uta","","person","","Reinicke, Uta [person]","Neue Studien zur Anglistik und Amerikanistik","Band 62 [Neue Studien zur Anglistik und Amerikanistik]","Germany","Frankfurt am Main","Lang","1994","","318 pages","","X.0909/785. (62)","Wordsworth, William, 1770-1850 ; Poetry in English--Wordsworth, William--1770-1850","","English ; German","",""
"'There was a Boy' --","'Lines written a few miles above Tintern Abbey' -- ; 'Lines written in early spring' -- ; 'Love' -- ; 'Lucy Gray' -- ; 'Nutting' -- ; 'The Convict' -- ; 'The Female Vagrant' -- ; 'The Fountain' -- ; 'The Nightingale' -- ; 'The Old Cumberland Beggar' -- ; 'The Tables Turned' -- ; 'The Thorn' -- ; 'We are seven' -- ; 'five hundred Sir Isaac Newtons': Coleridge's literary theory -- ; 'more than half a poet': home at Alfoxden and Grasmere -- ; 1798 and after -- ; Analysing Lyrical Ballads -- ; Childhood and the Growth of the Mind -- ; Coleridge and dreams of Utopia -- ; Critical Responses to Lyrical Ballads -- ; Dorothy Wordsworth and the Lake Poets -- ; Dorothy among the poets -- ; Dorothy herself: 'Come forth and feel the sun' -- ; Effects on writers -- ; Geoffrey H. Hartman -- ; I.A. Richards -- ; Imagination -- ; Michael: A Pastoral Poem -- ; Nature and the Supernatural: 'the strangeness of it' -- ; Old Age: a 'vital anxiousness' -- ; Paul de Man ; Publishing, printing and book-selling -- ; Readers: education and literacy -- ; Reading and Writing in Eighteenth-Century England -- ; Robert Mayo -- ; Social Issues: 'the mean and vulgar works of man' -- ; Some Important Events During the Lives of Wordsworth and Coleridge -- ; The Ballad revival -- ; The Context and the Critics -- ; The Poet as Critic and Theorist -- ; The Politics of Wordsworth and Coleridge -- ; The Rime of the Ancient Mariner -- ; Wordsworth and 'pre-established codes of decision' -- ; Wordsworth and Coleridge : lyrical ballads ; Wordsworth and the 'Rabble-rousers' --","017742967","Monograph","Language material ; Text","Online resource","GBB740226","","9781137130945","Blades, John","","person","","Blades, John [person]","Analysing texts","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2004","","1 online resource (304 pages)","821.708","ELD.DS.48345","Romanticism ; Wordsworth, William (Schriftsteller) ; Coleridge, Samuel Taylor, 1772-1834 ; Coleridge, Samuel Taylor, 1772-1834--Criticism and interpretation ; Literary studies: c 1800 to c 1900 ; Romanticism--England ; Lyrical ballads (Wordsworth, William) ; English poetry ; English poetry--19th century--History and criticism ; Wordsworth, William, 1770-1850","Criticsm and interpretation","English","",""
"'We are seven' --","'Lines written a few miles above Tintern Abbey' -- ; 'Lines written in early spring' -- ; 'Love' -- ; 'Lucy Gray' -- ; 'Nutting' -- ; 'The Convict' -- ; 'The Female Vagrant' -- ; 'The Fountain' -- ; 'The Nightingale' -- ; 'The Old Cumberland Beggar' -- ; 'The Tables Turned' -- ; 'The Thorn' -- ; 'There was a Boy' -- ; 'five hundred Sir Isaac Newtons': Coleridge's literary theory -- ; 'more than half a poet': home at Alfoxden and Grasmere -- ; 1798 and after -- ; Analysing Lyrical Ballads -- ; Childhood and the Growth of the Mind -- ; Coleridge and dreams of Utopia -- ; Critical Responses to Lyrical Ballads -- ; Dorothy Wordsworth and the Lake Poets -- ; Dorothy among the poets -- ; Dorothy herself: 'Come forth and feel the sun' -- ; Effects on writers -- ; Geoffrey H. Hartman -- ; I.A. Richards -- ; Imagination -- ; Michael: A Pastoral Poem -- ; Nature and the Supernatural: 'the strangeness of it' -- ; Old Age: a 'vital anxiousness' -- ; Paul de Man ; Publishing, printing and book-selling -- ; Readers: education and literacy -- ; Reading and Writing in Eighteenth-Century England -- ; Robert Mayo -- ; Social Issues: 'the mean and vulgar works of man' -- ; Some Important Events During the Lives of Wordsworth and Coleridge -- ; The Ballad revival -- ; The Context and the Critics -- ; The Poet as Critic and Theorist -- ; The Politics of Wordsworth and Coleridge -- ; The Rime of the Ancient Mariner -- ; Wordsworth and 'pre-established codes of decision' -- ; Wordsworth and Coleridge : lyrical ballads ; Wordsworth and the 'Rabble-rousers' --","017742967","Monograph","Language material ; Text","Online resource","GBB740226","","9781137130945","Blades, John","","person","","Blades, John [person]","Analysing texts","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2004","","1 online resource (304 pages)","821.708","ELD.DS.48345","Romanticism ; Wordsworth, William (Schriftsteller) ; Coleridge, Samuel Taylor, 1772-1834 ; Coleridge, Samuel Taylor, 1772-1834--Criticism and interpretation ; Literary studies: c 1800 to c 1900 ; Romanticism--England ; Lyrical ballads (Wordsworth, William) ; English poetry ; English poetry--19th century--History and criticism ; Wordsworth, William, 1770-1850","Criticsm and interpretation","English","",""
"'Wound' in the 'Living Soul': Tennyson's In Memoriam --","Castrated Referentiality: Eliot's The Waste Land ; Gazes of Trauma, Spots of Trust: Wordsworth's Memorials in The Prelude -- ; Trauma, transcendence, and trust : Wordsworth, Tennyson, and Eliot thinking loss","015629265","Monograph","Language material ; Text","Volume","GBB098010","","9780230104969","Brennan, Thomas J.","1960-","person","","Brennan, Thomas J., 1960- [person]","Nineteenth-century major lives and letters","","United States of America","New York","Palgrave Macmillan","2010","1st edition","xi, 206 pages, 22 cm","821.709384","YC.2012.a.9784","Loss (Psychology) in literature ; Trust in literature ; Transcendence (Philosophy) in literature ; English poetry--19th century--History and criticism ; Psychic trauma in literature ; Tennyson, Alfred Tennyson, Baron, 1809-1892--Criticism and interpretation ; Eliot, T. S. (Thomas Stearns), 1888-1965--Criticism and interpretation ; Wordsworth, William, 1770-1850--Criticism and interpretation","","English","",""
"'five hundred Sir Isaac Newtons': Coleridge's literary theory --","'Lines written a few miles above Tintern Abbey' -- ; 'Lines written in early spring' -- ; 'Love' -- ; 'Lucy Gray' -- ; 'Nutting' -- ; 'The Convict' -- ; 'The Female Vagrant' -- ; 'The Fountain' -- ; 'The Nightingale' -- ; 'The Old Cumberland Beggar' -- ; 'The Tables Turned' -- ; 'The Thorn' -- ; 'There was a Boy' -- ; 'We are seven' -- ; 'more than half a poet': home at Alfoxden and Grasmere -- ; 1798 and after -- ; Analysing Lyrical Ballads -- ; Childhood and the Growth of the Mind -- ; Coleridge and dreams of Utopia -- ; Critical Responses to Lyrical Ballads -- ; Dorothy Wordsworth and the Lake Poets -- ; Dorothy among the poets -- ; Dorothy herself: 'Come forth and feel the sun' -- ; Effects on writers -- ; Geoffrey H. Hartman -- ; I.A. Richards -- ; Imagination -- ; Michael: A Pastoral Poem -- ; Nature and the Supernatural: 'the strangeness of it' -- ; Old Age: a 'vital anxiousness' -- ; Paul de Man ; Publishing, printing and book-selling -- ; Readers: education and literacy -- ; Reading and Writing in Eighteenth-Century England -- ; Robert Mayo -- ; Social Issues: 'the mean and vulgar works of man' -- ; Some Important Events During the Lives of Wordsworth and Coleridge -- ; The Ballad revival -- ; The Context and the Critics -- ; The Poet as Critic and Theorist -- ; The Politics of Wordsworth and Coleridge -- ; The Rime of the Ancient Mariner -- ; Wordsworth and 'pre-established codes of decision' -- ; Wordsworth and Coleridge : lyrical ballads ; Wordsworth and the 'Rabble-rousers' --","017742967","Monograph","Language material ; Text","Online resource","GBB740226","","9781137130945","Blades, John","","person","","Blades, John [person]","Analysing texts","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2004","","1 online resource (304 pages)","821.708","ELD.DS.48345","Romanticism ; Wordsworth, William (Schriftsteller) ; Coleridge, Samuel Taylor, 1772-1834 ; Coleridge, Samuel Taylor, 1772-1834--Criticism and interpretation ; Literary studies: c 1800 to c 1900 ; Romanticism--England ; Lyrical ballads (Wordsworth, William) ; English poetry ; English poetry--19th century--History and criticism ; Wordsworth, William, 1770-1850","Criticsm and interpretation","English","",""
"'more than half a poet': home at Alfoxden and Grasmere --","'Lines written a few miles above Tintern Abbey' -- ; 'Lines written in early spring' -- ; 'Love' -- ; 'Lucy Gray' -- ; 'Nutting' -- ; 'The Convict' -- ; 'The Female Vagrant' -- ; 'The Fountain' -- ; 'The Nightingale' -- ; 'The Old Cumberland Beggar' -- ; 'The Tables Turned' -- ; 'The Thorn' -- ; 'There was a Boy' -- ; 'We are seven' -- ; 'five hundred Sir Isaac Newtons': Coleridge's literary theory -- ; 1798 and after -- ; Analysing Lyrical Ballads -- ; Childhood and the Growth of the Mind -- ; Coleridge and dreams of Utopia -- ; Critical Responses to Lyrical Ballads -- ; Dorothy Wordsworth and the Lake Poets -- ; Dorothy among the poets -- ; Dorothy herself: 'Come forth and feel the sun' -- ; Effects on writers -- ; Geoffrey H. Hartman -- ; I.A. Richards -- ; Imagination -- ; Michael: A Pastoral Poem -- ; Nature and the Supernatural: 'the strangeness of it' -- ; Old Age: a 'vital anxiousness' -- ; Paul de Man ; Publishing, printing and book-selling -- ; Readers: education and literacy -- ; Reading and Writing in Eighteenth-Century England -- ; Robert Mayo -- ; Social Issues: 'the mean and vulgar works of man' -- ; Some Important Events During the Lives of Wordsworth and Coleridge -- ; The Ballad revival -- ; The Context and the Critics -- ; The Poet as Critic and Theorist -- ; The Politics of Wordsworth and Coleridge -- ; The Rime of the Ancient Mariner -- ; Wordsworth and 'pre-established codes of decision' -- ; Wordsworth and Coleridge : lyrical ballads ; Wordsworth and the 'Rabble-rousers' --","017742967","Monograph","Language material ; Text","Online resource","GBB740226","","9781137130945","Blades, John","","person","","Blades, John [person]","Analysing texts","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2004","","1 online resource (304 pages)","821.708","ELD.DS.48345","Romanticism ; Wordsworth, William (Schriftsteller) ; Coleridge, Samuel Taylor, 1772-1834 ; Coleridge, Samuel Taylor, 1772-1834--Criticism and interpretation ; Literary studies: c 1800 to c 1900 ; Romanticism--England ; Lyrical ballads (Wordsworth, William) ; English poetry ; English poetry--19th century--History and criticism ; Wordsworth, William, 1770-1850","Criticsm and interpretation","English","",""
"(A description of the scenery of the lakes in the North of England) Wordworth's guide to the Lakes","","013990243","Monograph","Language material ; Text","Volume","","","9780198124337","Wordsworth, William","1770-1850","person","","De Selincourt, Ernest, 1870-1943 [person] ; Wordsworth, William, 1770-1850 [person]","","","England","London","Oxford University Press","1970","5th edition","xxiii, 212 pages, 13 plates (1 folded), illustrations, facsimile, map, 18 cm","","74/15408","","","English","facsimile reprinted of 5th edition 1835",""
"(Wordsworth's) Lyrical poems","","012823795","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Quiller-Couch, Arthur, 1863-1944 [person]","Sel. Eng. class","edition by A. T. Quiller-couch [Sel. Eng. class]","England","Oxford","Clarendon","","","","","W22/1243","","","English","",""
"(Wordsworth's) literary criticism","","012823788","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person] ; Smith, Nowell C. [person]","","","","","Henry Frowde","1905","","","","W51/9708","","","English","",""
